generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,maximum_experience,egg_type_number,has_gender,proportion_male,egg_cycles,damage_from_normal,damage_from_fire,damage_from_water,damage_from_electric,damage_from_grass,damage_from_ice,damage_from_fighting,damage_from_poison,damage_from_ground,damage_from_flying,damage_from_psychic,damage_from_bug,damage_from_rock,damage_from_ghost,damage_from_dragon,damage_from_dark,damage_from_steel,damage_from_fairy
3.0,Normal,2.0,Fire,Fighting,1.9,52.0,1.0,630.0,80.0,160.0,80.0,130.0,80.0,100.0,45.0,70.0,284.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
2.0,Normal,1.0,Ghost,None,0.6,0.5,2.0,410.0,60.0,55.0,100.0,65.0,100.0,30.0,60.0,50.0,144.0,800000.0,2.0,True,0.25,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
5.0,Normal,2.0,Grass,Poison,0.2,1.0,2.0,294.0,69.0,55.0,45.0,55.0,55.0,15.0,190.0,70.0,59.0,1000000.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,Normal,1.0,Psychic,None,0.9,19.5,3.0,310.0,25.0,20.0,15.0,105.0,55.0,90.0,200.0,70.0,62.0,1059860.0,1.0,True,0.75,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,1.0,Water,None,0.6,15.0,3.0,320.0,45.0,67.0,60.0,35.0,50.0,63.0,225.0,70.0,64.0,1000000.0,1.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
6.0,Normal,2.0,Rock,Water,1.3,96.0,3.0,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,70.0,175.0,1000000.0,1.0,True,0.5,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,Normal,1.0,Fighting,None,0.7,21.0,3.0,210.0,35.0,35.0,35.0,35.0,35.0,35.0,75.0,70.0,42.0,1000000.0,1.0,True,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
3.0,Normal,2.0,Water,Ground,0.9,23.6,3.0,468.0,110.0,78.0,73.0,76.0,71.0,60.0,75.0,70.0,164.0,1000000.0,1.0,True,0.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
4.0,Normal,2.0,Fairy,Flying,1.5,38.0,3.0,545.0,85.0,50.0,95.0,120.0,115.0,80.0,30.0,70.0,245.0,800000.0,2.0,True,0.875,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
8.0,Legendary,1.0,Fairy,None,2.8,110.0,1.0,670.0,92.0,130.0,115.0,80.0,115.0,138.0,10.0,0.0,330.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
6.0,Normal,2.0,Ghost,Grass,0.7,9.5,3.0,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,70.0,173.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
3.0,Legendary,1.0,Water,None,4.5,352.0,1.0,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,0.0,302.0,1250000.0,1.0,False,0.5,120.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,2.0,Poison,Dark,0.7,42.0,3.0,325.0,80.0,80.0,50.0,40.0,50.0,25.0,190.0,70.0,65.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
4.0,Normal,2.0,Ghost,Flying,1.2,15.0,3.0,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,70.0,174.0,1640000.0,1.0,True,0.5,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
4.0,Normal,2.0,Bug,Flying,0.3,5.5,2.0,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,70.0,49.0,1059860.0,1.0,True,0.875,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
1.0,Normal,1.0,Poison,None,0.5,9.0,3.0,273.0,46.0,57.0,40.0,40.0,40.0,50.0,235.0,70.0,55.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
7.0,Normal,2.0,Water,Bug,0.3,4.0,2.0,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,70.0,54.0,1000000.0,2.0,True,0.5,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
8.0,Sub Legendary,2.0,Dark,Flying,2.0,66.0,1.0,580.0,90.0,85.0,90.0,100.0,125.0,90.0,3.0,35.0,290.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
5.0,Normal,2.0,Dark,Fighting,1.1,30.0,3.0,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,70.0,171.0,1000000.0,2.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
8.0,Normal,2.0,Fire,Bug,3.0,120.0,3.0,525.0,100.0,115.0,65.0,90.0,90.0,65.0,75.0,50.0,184.0,1000000.0,1.0,True,0.5,20.0,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
8.0,Normal,2.0,Dragon,Ghost,3.0,50.0,3.0,600.0,88.0,120.0,75.0,100.0,75.0,142.0,45.0,50.0,300.0,1250000.0,2.0,True,0.5,40.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
2.0,Normal,1.0,Normal,None,0.6,32.5,3.0,515.0,85.0,80.0,90.0,105.0,95.0,60.0,45.0,70.0,180.0,1000000.0,1.0,False,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Rock,Ice,2.7,225.0,2.0,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,70.0,104.0,1000000.0,1.0,True,0.875,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
5.0,Normal,2.0,Normal,Flying,1.2,29.0,3.0,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,70.0,220.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
8.0,Sub Legendary,1.0,Ghost,None,2.0,44.5,1.0,580.0,100.0,65.0,60.0,145.0,80.0,130.0,3.0,35.0,290.0,1250000.0,1.0,False,0.5,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,2.0,Normal,Flying,0.3,2.0,2.0,262.0,40.0,60.0,30.0,31.0,31.0,70.0,255.0,70.0,52.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
4.0,Normal,1.0,Normal,None,1.2,20.3,3.0,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,100.0,169.0,800000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6.0,Normal,1.0,Ice,None,2.0,505.0,3.0,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,70.0,180.0,1000000.0,2.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
8.0,Normal,1.0,Steel,None,3.0,650.0,2.0,500.0,122.0,130.0,69.0,80.0,69.0,30.0,90.0,50.0,175.0,1000000.0,2.0,True,0.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
1.0,Normal,2.0,Grass,Poison,0.8,8.6,2.0,395.0,60.0,65.0,70.0,85.0,75.0,40.0,120.0,70.0,138.0,1059860.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2.0,Normal,1.0,Psychic,None,1.3,28.5,2.0,405.0,190.0,33.0,58.0,33.0,58.0,33.0,45.0,70.0,142.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
6.0,Mythical,2.0,Psychic,Ghost,0.5,9.0,1.0,600.0,80.0,110.0,60.0,150.0,130.0,70.0,3.0,100.0,270.0,1250000.0,1.0,False,0.5,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
8.0,Normal,2.0,Dark,Fairy,0.8,12.5,3.0,370.0,65.0,60.0,45.0,75.0,55.0,70.0,120.0,50.0,130.0,1000000.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
5.0,Normal,1.0,Dark,None,1.6,81.1,1.0,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,70.0,179.0,1059860.0,1.0,True,0.875,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
2.0,Normal,2.0,Rock,Dark,2.5,255.0,1.0,700.0,100.0,164.0,150.0,95.0,120.0,71.0,45.0,35.0,315.0,1250000.0,1.0,True,0.5,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
5.0,Normal,2.0,Dark,Steel,0.5,10.2,3.0,340.0,45.0,85.0,70.0,40.0,40.0,60.0,120.0,35.0,68.0,1000000.0,1.0,True,0.5,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
5.0,Normal,2.0,Dark,Steel,1.6,70.0,3.0,490.0,65.0,125.0,100.0,60.0,70.0,70.0,45.0,35.0,172.0,1000000.0,1.0,True,0.5,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
3.0,Normal,2.0,Dark,Ghost,0.5,11.0,3.0,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,35.0,133.0,1059860.0,1.0,True,0.5,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,Sub Legendary,2.0,Fire,Flying,2.0,60.0,2.0,580.0,90.0,100.0,90.0,125.0,85.0,90.0,3.0,35.0,261.0,1250000.0,1.0,False,0.5,80.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
6.0,Normal,2.0,Rock,Dragon,0.8,26.0,2.0,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,70.0,72.0,1000000.0,2.0,True,0.875,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
5.0,Normal,1.0,Ice,None,1.1,41.0,3.0,395.0,51.0,65.0,65.0,80.0,75.0,59.0,120.0,70.0,138.0,1250000.0,1.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
6.0,Normal,2.0,Ghost,Grass,1.1,14.0,3.0,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,70.0,173.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
5.0,Mythical,2.0,Bug,Steel,1.5,82.5,1.0,600.0,71.0,120.0,95.0,120.0,95.0,99.0,3.0,0.0,270.0,1250000.0,1.0,False,0.5,120.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
3.0,Normal,2.0,Fire,Fighting,1.9,52.0,2.0,530.0,80.0,120.0,70.0,110.0,70.0,80.0,45.0,70.0,239.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
8.0,Normal,1.0,Dark,None,0.6,8.9,3.0,245.0,40.0,28.0,28.0,47.0,52.0,50.0,255.0,50.0,49.0,800000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
1.0,Normal,1.0,Water,None,1.7,76.6,3.0,500.0,80.0,82.0,78.0,95.0,80.0,85.0,75.0,70.0,175.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,2.0,Electric,Steel,1.0,60.0,3.0,465.0,50.0,60.0,95.0,120.0,70.0,70.0,60.0,70.0,163.0,1000000.0,1.0,False,0.5,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
2.0,Normal,2.0,Water,Electric,1.2,22.5,3.0,460.0,125.0,58.0,58.0,76.0,76.0,67.0,75.0,70.0,161.0,1250000.0,1.0,True,0.5,20.0,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
5.0,Normal,2.0,Bug,Grass,1.2,20.5,3.0,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,70.0,225.0,1059860.0,1.0,True,0.5,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
4.0,Normal,2.0,Grass,Ice,2.2,135.5,2.0,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,70.0,173.0,1250000.0,2.0,True,0.5,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
3.0,Normal,1.0,Psychic,None,0.6,14.0,2.0,260.0,95.0,23.0,48.0,23.0,48.0,23.0,125.0,70.0,52.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
8.0,Normal,1.0,Fighting,None,0.8,117.0,2.0,507.0,62.0,135.0,95.0,68.0,82.0,65.0,45.0,50.0,177.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
7.0,Legendary,1.0,Psychic,None,2.4,230.0,1.0,600.0,97.0,107.0,101.0,127.0,89.0,79.0,255.0,0.0,270.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
1.0,Normal,1.0,Normal,None,0.7,18.5,3.0,413.0,55.0,81.0,60.0,50.0,70.0,97.0,127.0,70.0,145.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,Normal,1.0,Poison,None,3.5,65.0,3.0,448.0,60.0,95.0,69.0,65.0,79.0,80.0,90.0,70.0,157.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
5.0,Normal,2.0,Ice,Fire,1.7,120.0,2.0,540.0,105.0,160.0,55.0,30.0,55.0,135.0,60.0,50.0,168.0,1059860.0,0.0,True,0.5,20.0,1.0,1.0,2.0,1.0,0.5,0.25,2.0,1.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,0.5
5.0,Normal,1.0,Ice,None,1.7,120.0,2.0,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,50.0,168.0,1059860.0,1.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
2.0,Normal,2.0,Ice,Ground,0.4,6.5,3.0,250.0,50.0,50.0,40.0,30.0,30.0,50.0,225.0,70.0,50.0,1250000.0,1.0,True,0.5,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
3.0,Normal,1.0,Bug,None,0.6,17.7,3.0,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,70.0,151.0,1640000.0,2.0,True,0.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,2.0,Psychic,Fairy,2.1,5.0,3.0,510.0,57.0,90.0,95.0,136.0,103.0,29.0,45.0,50.0,255.0,1250000.0,1.0,True,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
5.0,Normal,1.0,Steel,None,0.6,51.0,3.0,440.0,60.0,80.0,95.0,70.0,85.0,50.0,60.0,70.0,154.0,1059860.0,1.0,False,0.5,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
5.0,Normal,2.0,Fire,Fighting,1.0,55.5,2.0,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,70.0,146.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
8.0,Normal,1.0,Normal,None,0.6,6.0,3.0,270.0,42.0,40.0,55.0,40.0,45.0,48.0,255.0,50.0,122.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5.0,Normal,2.0,Ghost,Fire,0.6,13.0,3.0,370.0,60.0,40.0,60.0,95.0,60.0,55.0,90.0,70.0,130.0,1059860.0,1.0,True,0.5,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
1.0,Normal,2.0,Rock,Electric,1.7,316.0,3.0,495.0,80.0,120.0,130.0,55.0,65.0,45.0,45.0,70.0,223.0,1059860.0,1.0,True,0.5,15.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Electric,None,0.3,13.5,2.0,270.0,59.0,45.0,50.0,40.0,50.0,26.0,255.0,50.0,54.0,800000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,2.0,Normal,Flying,2.2,50.5,1.0,579.0,83.0,80.0,80.0,135.0,80.0,121.0,45.0,70.0,261.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
3.0,Normal,2.0,Dark,Ghost,0.5,161.0,1.0,480.0,50.0,85.0,125.0,85.0,115.0,20.0,45.0,35.0,168.0,1059860.0,1.0,True,0.5,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1.0,Normal,2.0,Fire,Ghost,1.0,34.0,3.0,425.0,60.0,80.0,110.0,50.0,80.0,45.0,75.0,70.0,149.0,1000000.0,1.0,True,0.5,20.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
7.0,Normal,2.0,Poison,Water,0.4,8.0,3.0,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,70.0,61.0,1000000.0,1.0,True,0.5,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
6.0,Normal,1.0,Fire,None,1.0,14.5,2.0,409.0,59.0,59.0,58.0,90.0,70.0,73.0,45.0,70.0,143.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
4.0,Mythical,1.0,Normal,None,3.2,320.0,1.0,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,0.0,324.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5.0,Normal,2.0,Water,Ghost,2.2,135.0,3.0,480.0,100.0,60.0,70.0,85.0,105.0,60.0,60.0,70.0,168.0,1000000.0,1.0,True,0.5,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
3.0,Normal,2.0,Water,Dark,2.5,130.3,1.0,560.0,70.0,140.0,70.0,110.0,65.0,105.0,60.0,35.0,196.0,1250000.0,1.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
1.0,Normal,1.0,Water,None,0.5,9.0,2.0,314.0,44.0,48.0,65.0,50.0,64.0,43.0,45.0,70.0,63.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
7.0,Normal,2.0,Ghost,Flying,0.6,3.4,1.0,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,1000000.0,1.0,True,0.25,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
2.0,Normal,2.0,Fire,Rock,0.8,55.0,3.0,430.0,60.0,50.0,120.0,90.0,80.0,30.0,75.0,70.0,151.0,1000000.0,1.0,True,0.5,20.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
1.0,Normal,1.0,Water,None,0.4,8.0,3.0,295.0,30.0,40.0,70.0,70.0,25.0,60.0,225.0,70.0,59.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
3.0,Normal,1.0,Grass,None,0.9,21.6,2.0,405.0,50.0,65.0,45.0,85.0,65.0,95.0,45.0,70.0,142.0,1059860.0,2.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,Normal,1.0,Ice,None,0.5,8.5,3.0,305.0,55.0,70.0,40.0,60.0,40.0,40.0,120.0,70.0,61.0,1000000.0,1.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
5.0,Normal,2.0,Bug,Grass,0.3,2.5,3.0,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,70.0,62.0,1059860.0,1.0,True,0.5,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Normal,None,0.6,6.0,2.0,460.0,120.0,95.0,95.0,55.0,75.0,20.0,90.0,50.0,161.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Flying,Dragon,1.5,85.0,3.0,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,70.0,187.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
